"Case_Id","Sample_Type","Eligibility_Concerns","Eligibility_Outcome","Validation_Study_Outcome","Did_Vote","Political_Party","Voting_Level_Difficulty_Code"
224424,2,0,-2,-2,4,"Democrat",1
224431,2,0,-2,-2,4,"Republican",1
224479,2,0,-2,-2,4,"Republican",1
224486,2,0,-2,-2,4,"Republican",1
224493,2,0,-2,-2,4,"Democrat",1
224516,2,0,-2,-2,4,"Republican",1
224523,2,0,-2,-2,4,"Democrat",1
224530,2,0,-2,-2,4,"Democrat",1
224561,2,0,-2,-2,4,"Republican",1
224585,2,0,-2,-2,4,"Democrat",1
224592,2,0,-2,-2,4,"Democrat",1
224615,2,0,-2,-2,-1,"Democrat",1
224639,2,0,-2,-2,4,"Democrat",1
224660,2,0,-2,-2,4,"Democrat",1
224714,2,0,-2,-2,4,"Democrat",1
224721,2,0,-2,-2,4,"Republican",1
224738,2,0,-2,-2,4,"Democrat",1
224769,2,0,-2,-2,-1,"Democrat",5
224783,2,0,-2,-2,4,"Democrat",1
224806,2,0,-2,-2,4,"Republican",1
224820,2,2,3,4,4,"Republican",1
224837,2,0,-2,-2,-1,"Democrat",1
224844,2,0,-2,-2,4,"Democrat",1
224851,2,0,-2,-2,4,"Democrat",1
224868,2,1,1,1,4,"Democrat",1
224875,2,0,-2,-2,4,"Democrat",1
224899,2,0,-2,-2,4,"Democrat",1
224905,2,0,-2,-2,4,"Democrat",1
224929,2,1,4,3,4,"Democrat",1
224943,2,0,-2,-2,4,"Democrat",1
224950,2,0,-2,-2,4,"Republican",1
224967,2,0,-2,-2,4,"Democrat",1
224974,2,0,-2,-2,4,"Republican",5
224981,2,0,-2,-2,4,"Republican",1
225007,2,0,-2,-2,4,"Republican",4
225021,2,0,-2,-2,4,"Republican",1
225038,2,0,1,1,4,"Democrat",1
225045,2,1,1,1,4,"Republican",1
225069,2,0,-2,-2,4,"Republican",4
225113,2,0,-2,-2,4,"Democrat",1
225144,2,0,-2,-2,4,"Republican",1
225151,2,0,-2,-2,4,"Republican",1
225182,2,0,-2,-2,4,"Democrat",1
225205,2,0,-2,-2,4,"Republican",1
225229,2,0,-2,-2,4,"Democrat",1
225236,2,0,-2,-2,4,"Democrat",1
225243,2,0,-2,-2,4,"Democrat",1
225250,2,0,-2,-2,4,"Democrat",1
225298,2,1,1,1,4,"Democrat",1
225304,2,0,-2,-2,4,"Republican",1
225328,2,0,-2,-2,4,"Republican",1
225366,2,0,-2,-2,4,"Republican",1
225373,2,0,-2,-2,4,"Democrat",2
225410,2,0,-2,-2,4,"Republican",1
225427,2,0,-2,-2,4,"Republican",5
225441,2,1,4,3,4,"Republican",1
225458,2,0,-2,-2,4,"Republican",1
225465,2,0,-2,-2,4,"Democrat",1
225472,2,0,-2,-2,4,"Democrat",4
225489,2,0,-2,-2,4,"Democrat",1
225496,2,0,-2,-2,4,"Republican",5
225526,2,0,-2,-2,4,"Democrat",1
225533,2,0,-2,-2,4,"Republican",1
225540,2,0,-2,-2,4,"Democrat",2
225557,2,0,-2,-2,4,"Republican",1
225588,2,0,-2,-2,4,"Republican",1
225601,2,0,-2,-2,4,"Republican",2
225618,2,0,-2,-2,4,"Republican",1
225663,2,1,1,1,4,"Democrat",1
225687,2,0,-2,-2,4,"Republican",2
225694,2,0,1,1,4,"Republican",1
225700,2,0,-2,-2,4,"Democrat",1
225724,2,0,-2,-2,-1,"Democrat",1
225731,2,1,4,3,4,"Republican",1
225755,2,0,1,1,4,"Republican",1
225779,2,0,-2,-2,4,"Republican",1
225786,2,0,4,3,4,"Republican",1
225809,2,0,-2,-2,4,"Democrat",1
225854,2,0,-2,-2,4,"Democrat",1
225861,2,1,1,1,-1,"Democrat",1
225878,2,0,-2,-2,4,"Republican",1
225885,2,0,-2,-2,4,"Republican",1
225908,2,0,-2,-2,4,"Republican",1
225939,2,1,4,3,4,"Democrat",1
225946,2,0,-2,-2,4,"Republican",1
225953,2,0,-2,-2,4,"Republican",1
225960,2,0,-2,-2,4,"Democrat",1
225984,2,0,-2,-2,4,"Republican",1
225991,2,0,-2,-2,4,"Republican",1
226000,2,0,1,1,4,"Republican",1
226017,2,0,1,1,4,"Republican",1
226024,2,0,-2,-2,-1,"Republican",2
226048,2,1,4,3,4,"Republican",1
226055,2,1,4,3,4,"Democrat",2
226154,2,0,-2,-2,4,"Republican",1
226178,2,0,1,1,4,"Democrat",1
226185,2,0,-2,-2,4,"Republican",1
226192,2,0,-2,-2,4,"Democrat",1
226215,2,0,-2,-2,4,"Democrat",1
226222,2,0,-2,-2,4,"Democrat",1
226239,2,1,1,1,4,"Democrat",1
226246,2,1,1,5,4,"Republican",2
226253,2,0,-2,-2,4,"Democrat",1
226277,2,0,-2,-2,4,"Democrat",1
226307,2,0,-2,-2,4,"Democrat",2
226314,2,1,4,3,4,"Democrat",1
226321,2,0,-2,-2,4,"Democrat",1
226345,2,0,-2,-2,4,"Democrat",1
226352,2,0,-2,-2,4,"Democrat",1
226376,2,0,-2,-2,4,"Democrat",1
226406,2,0,-2,-2,4,"Republican",1
226413,2,0,-2,-2,4,"Republican",1
226437,2,0,-2,-2,4,"Republican",1
226444,2,0,-2,-2,4,"Democrat",1
226499,2,0,-2,-2,4,"Republican",1
226505,2,0,-2,-2,4,"Republican",1
226512,2,0,-2,-2,4,"Democrat",1
226529,2,0,-2,-2,-1,"Republican",1
226536,2,0,-2,-2,4,"Republican",1
226581,2,1,4,3,4,"Republican",1
226604,2,0,-2,-2,4,"Democrat",1
226611,2,0,-2,-2,4,"Democrat",1
226628,2,0,-2,-2,4,"Republican",1
226635,2,1,4,3,4,"Democrat",1
226642,2,0,-2,-2,-1,"Democrat",1
226659,2,0,-2,-2,4,"Democrat",2
226666,2,0,-2,-2,4,"Democrat",1
226697,2,0,-2,-2,4,"Republican",1
226703,2,1,4,3,4,"Republican",1
226710,2,0,-2,-2,4,"Republican",1
226727,2,0,-2,-2,4,"Republican",2
226734,2,1,4,3,4,"Democrat",1
226741,2,0,-2,-2,4,"Republican",1
226765,2,0,-2,-2,4,"Republican",1
226772,2,0,-2,-2,4,"Democrat",1
226789,2,0,-2,-2,-1,"Republican",1
226802,2,0,-2,-2,4,"Republican",1
226819,2,0,-2,-2,4,"Republican",2
226826,2,0,-2,-2,4,"Democrat",1
226840,2,0,-2,-2,4,"Democrat",1
226857,2,1,1,5,4,"Democrat",1
226864,2,0,-2,-2,4,"Republican",1
226871,2,0,-2,-2,4,"Republican",1
226895,2,0,-2,-2,4,"Democrat",2
226901,2,0,-2,-2,4,"Democrat",1
226918,2,0,-2,-2,4,"Democrat",1
226925,2,0,-2,-2,4,"Democrat",1
226956,2,1,1,1,4,"Republican",1
226963,2,0,4,3,4,"Republican",2
226970,2,0,-2,-2,4,"Democrat",1
227010,2,0,-2,-2,4,"Democrat",1
227027,2,0,-2,-2,4,"Democrat",1
227034,2,0,-2,-2,4,"Republican",1
227058,2,0,-2,-2,4,"Democrat",2
227065,2,0,-2,-2,4,"Republican",1
227072,2,0,-2,-2,4,"Republican",1
227096,2,0,-2,-2,4,"Democrat",1
227102,2,0,-2,-2,4,"Republican",2
227119,2,1,1,1,4,"Republican",1
227126,2,0,-2,-2,4,"Republican",1
227133,2,0,-2,-2,4,"Democrat",1
227157,2,1,1,1,4,"Republican",1
227188,2,0,-2,-2,4,"Democrat",1
227195,2,0,-2,-2,4,"Republican",1
227232,2,0,-2,-2,4,"Republican",1
227249,2,1,1,5,4,"Republican",2
227256,2,0,-2,-2,4,"Democrat",1
227270,2,0,-2,-2,4,"Republican",1
227300,2,0,-2,-2,4,"Republican",1
227324,2,0,-2,-2,4,"Republican",1
227348,2,0,4,3,4,"Republican",1
227355,2,0,-2,-2,4,"Republican",1
227362,2,0,-2,-2,4,"Democrat",3
227393,2,1,1,1,4,"Democrat",1
227409,2,0,-2,-2,4,"Democrat",1
227423,2,0,-2,-2,-1,"Democrat",1
227430,2,0,-2,-2,4,"Republican",1
227447,2,0,-2,-2,4,"Democrat",1
227478,2,0,-2,-2,4,"Republican",1
227485,2,0,-2,-2,4,"Democrat",1
227515,2,0,-2,-2,4,"Republican",1
227522,2,1,1,1,4,"Democrat",1
227539,2,0,-2,-2,4,"Democrat",1
227546,2,0,-2,-2,4,"Republican",1
227577,2,0,-2,-2,4,"Republican",1
227607,2,0,-2,-2,4,"Republican",1
227614,2,0,-2,-2,4,"Republican",3
227652,2,0,-2,-2,4,"Democrat",2
227669,2,0,1,1,-1,"Democrat",1
227676,2,0,-2,-2,4,"Republican",1
227683,2,0,-2,-2,4,"Democrat",2
227690,2,0,-2,-2,4,"Republican",1
227720,2,0,1,1,4,"Democrat",1
227744,2,0,-2,-2,4,"Democrat",1
227751,2,0,3,4,4,"Republican",1
227782,2,1,4,3,4,"Democrat",1
227812,2,1,4,3,4,"Republican",1
227836,2,0,-2,-2,4,"Republican",1
227843,2,1,4,3,4,"Republican",1
227850,2,0,-2,-2,4,"Democrat",1
227867,2,0,1,1,4,"Democrat",1
227881,2,0,-2,-2,4,"Democrat",1
227898,2,0,-2,-2,4,"Democrat",1
227904,2,0,-2,-2,4,"Republican",1
227911,2,0,-2,-2,4,"Democrat",1
227928,2,0,-2,-2,4,"Democrat",1
227935,2,0,1,1,4,"Democrat",1
227942,2,0,-2,-2,4,"Democrat",1
227959,2,0,-2,-2,4,"Republican",1
227966,2,0,-2,-2,4,"Democrat",1
227973,2,0,-2,-2,4,"Democrat",1
227997,2,0,1,1,4,"Republican",1
228006,2,0,-2,-2,4,"Republican",1
228013,2,0,-2,-2,4,"Republican",1
228020,2,0,-2,-2,4,"Democrat",1
228044,2,0,-2,-2,4,"Democrat",1
228051,2,0,-2,-2,4,"Democrat",1
228068,2,0,-2,-2,4,"Republican",1
228075,2,0,-2,-2,4,"Republican",1
228082,2,1,1,5,4,"Democrat",1
228099,2,0,-2,-2,4,"Democrat",1
228112,2,0,-2,-2,4,"Democrat",1
228129,2,0,-2,-2,4,"Democrat",1
228136,2,0,1,1,4,"Democrat",1
228150,2,0,-2,-2,4,"Republican",1
228167,2,0,-2,-2,4,"Democrat",1
228181,2,1,1,1,4,"Republican",1
228198,2,0,-2,-2,4,"Democrat",1
228204,2,0,-2,-2,4,"Democrat",1
228211,2,0,-2,-2,4,"Democrat",1
228242,2,0,-2,-2,4,"Republican",1
228259,2,0,-2,-2,4,"Republican",2
228266,2,1,3,4,4,"Republican",1
228280,2,0,-2,-2,4,"Democrat",1
228297,2,0,-2,-2,4,"Democrat",1
228303,2,0,-2,-2,4,"Republican",1
228327,2,0,-2,-2,4,"Democrat",1
228341,2,0,-2,-2,4,"Republican",1
228358,2,0,-2,-2,4,"Democrat",1
228372,2,0,-2,-2,-1,"Democrat",1
228396,2,0,-2,-2,4,"Republican",1
228402,2,0,-2,-2,4,"Republican",4
228457,2,0,1,1,4,"Republican",1
228471,2,0,-2,-2,4,"Republican",1
228495,2,0,-2,-2,4,"Democrat",2
228501,2,0,1,1,4,"Democrat",1
228525,2,0,-2,-2,4,"Democrat",1
228556,2,1,1,5,4,"Democrat",1
228563,2,0,-2,-2,4,"Democrat",1
228594,2,0,-2,-2,4,"Republican",1
228600,2,0,-2,-2,4,"Republican",1
228624,2,0,-2,-2,4,"Democrat",1
228648,2,0,-2,-2,4,"Republican",1
228662,2,0,-2,-2,4,"Republican",1
228693,2,0,-2,-2,4,"Republican",1
228709,2,0,-2,-2,4,"Democrat",1
228716,2,0,-2,-2,4,"Republican",1
228730,2,0,-2,-2,4,"Democrat",1
228754,2,0,-2,-2,4,"Republican",1
228761,2,0,-2,-2,4,"Republican",1
228785,2,1,4,3,4,"Republican",1
228792,2,0,-2,-2,4,"Democrat",1
228808,2,0,-2,-2,4,"Republican",1
228815,2,0,-2,-2,4,"Democrat",1
228822,2,0,1,1,4,"Democrat",1
228839,2,0,4,3,4,"Democrat",1
228853,2,1,1,1,4,"Republican",1
228877,2,0,-2,-2,4,"Republican",1
228884,2,0,-2,-2,4,"Republican",1
228914,2,0,-2,-2,4,"Republican",1
228945,2,0,-2,-2,4,"Republican",1
228969,2,0,-2,-2,4,"Democrat",1
228990,2,0,1,1,4,"Democrat",2
229016,2,0,-2,-2,4,"Republican",1
229030,2,0,-2,-2,4,"Democrat",1
229047,2,1,4,3,4,"Republican",1
229061,2,0,-2,-2,4,"Democrat",1
229078,2,0,-2,-2,4,"Democrat",1
229085,2,0,-2,-2,4,"Democrat",1
229115,2,0,-2,-2,4,"Democrat",1
229139,2,0,-2,-2,4,"Republican",1
229177,2,0,4,3,4,"Democrat",1
229184,2,1,4,3,-1,"Republican",1
229207,2,0,-2,-2,4,"Democrat",1
229238,2,0,-2,-2,4,"Republican",1
229245,2,0,-2,-2,4,"Democrat",1
229276,2,0,-2,-2,4,"Republican",1
229283,2,0,-2,-2,4,"Democrat",1
229306,2,0,-2,-2,4,"Republican",1
229337,2,0,-2,-2,4,"Democrat",1
229382,2,0,-2,-2,4,"Republican",1
229399,2,0,-2,-2,4,"Republican",1
229405,2,0,-2,-2,4,"Republican",1
229412,2,0,-2,-2,4,"Republican",1
229436,2,0,-2,-2,4,"Republican",1
229443,2,1,4,3,4,"Democrat",1
229450,2,0,-2,-2,-1,"Democrat",1
229474,2,1,4,3,4,"Democrat",2
229481,2,1,1,1,4,"Democrat",1
229498,2,1,1,1,4,"Republican",1
229542,2,0,-2,-2,4,"Democrat",4
229559,2,0,-2,-2,4,"Republican",1
229566,2,0,-2,-2,4,"Republican",1
229573,2,0,-2,-2,4,"Democrat",2
229597,2,1,4,3,4,"Republican",1
229627,2,0,-2,-2,4,"Republican",1
229634,2,0,-2,-2,4,"Democrat",1
229658,2,0,-2,-2,4,"Republican",2
229672,2,0,-2,-2,4,"Republican",1
229719,2,0,-2,-2,4,"Republican",5
229726,2,0,-2,-2,4,"Republican",1
229733,2,0,-2,-2,4,"Republican",1
229740,2,0,-2,-2,-1,"Republican",1
229757,2,0,-2,-2,4,"Republican",1
229764,2,0,-2,-2,4,"Democrat",1
229788,2,0,-2,-2,4,"Democrat",3
229818,2,0,-2,-2,4,"Republican",4
229832,2,0,-2,-2,4,"Republican",1
229849,2,0,-2,-2,4,"Republican",1
229856,2,1,1,1,4,"Democrat",1
229863,2,1,1,1,4,"Democrat",1
229870,2,0,-2,-2,4,"Democrat",1
229894,2,1,1,1,4,"Republican",1
229924,2,0,-2,-2,4,"Republican",2
229955,2,0,-2,-2,4,"Republican",1
229979,2,0,-2,-2,4,"Democrat",1
229993,2,0,-2,-2,4,"Democrat",1
230030,2,0,-2,-2,4,"Republican",1
230047,2,0,1,1,4,"Republican",1
230054,2,0,-2,-2,4,"Republican",1
230078,2,0,-2,-2,4,"Republican",1
230092,2,0,-2,-2,4,"Republican",1
230108,2,0,-2,-2,4,"Democrat",1
230115,2,0,-2,-2,4,"Republican",1
230184,2,0,-2,-2,4,"Democrat",1
230191,2,0,-2,-2,4,"Democrat",1
230238,2,0,-2,-2,4,"Republican",1
230276,2,0,-2,-2,4,"Democrat",2
230283,2,0,-2,-2,4,"Democrat",1
230306,2,0,-2,-2,4,"Republican",1
230351,2,0,-2,-2,4,"Republican",1
230375,2,0,-2,-2,4,"Democrat",1
230382,2,0,-2,-2,4,"Democrat",1
230399,2,0,-2,-2,4,"Democrat",1
230405,2,0,-2,-2,4,"Democrat",2
230436,2,0,-2,-2,4,"Republican",1
230443,2,0,-2,-2,4,"Republican",1
230467,2,0,-2,-2,4,"Democrat",1
230474,2,0,-2,-2,4,"Democrat",3
230498,2,0,-2,-2,4,"Republican",2
230504,2,0,-2,-2,4,"Republican",1
230528,2,0,-2,-2,4,"Democrat",1
230535,2,0,-2,-2,4,"Democrat",1
230542,2,0,-2,-2,4,"Democrat",1
230566,2,0,-2,-2,-1,"Republican",1
230580,2,0,-2,-2,4,"Republican",1
230634,2,0,-2,-2,4,"Republican",1
230641,2,0,-2,-2,4,"Republican",1
230658,2,0,4,3,4,"Democrat",1
230665,2,0,-2,-2,4,"Republican",1
230672,2,0,-2,-2,4,"Democrat",1
230689,2,0,-2,-2,4,"Democrat",1
230726,2,0,-2,-2,4,"Republican",1
230740,2,1,4,3,4,"Democrat",1
230757,2,0,-2,-2,4,"Republican",1
230788,2,0,-2,-2,4,"Republican",1
230795,2,0,-2,-2,4,"Republican",1
230832,2,0,4,3,4,"Democrat",1
230849,2,0,-2,-2,4,"Democrat",1
230870,2,0,-2,-2,4,"Democrat",1
230887,2,0,-2,-2,4,"Republican",1
230894,2,0,-2,-2,4,"Democrat",1
230917,2,0,-2,-2,4,"Republican",1
230924,2,0,-2,-2,4,"Republican",1
230931,2,0,-2,-2,4,"Republican",1
230955,2,0,1,1,4,"Republican",1
230962,2,0,-2,-2,4,"Democrat",1
230979,2,0,-2,-2,4,"Democrat",2
230986,2,1,4,3,4,"Republican",1
231002,2,1,1,1,4,"Democrat",1
231019,2,0,-2,-2,4,"Democrat",1
231026,2,0,-2,-2,4,"Republican",5
231033,2,1,3,4,4,"Republican",1
231040,2,0,-2,-2,4,"Republican",1
231057,2,0,-2,-2,4,"Democrat",1
231064,2,1,1,1,4,"Republican",1
231071,2,0,-2,-2,4,"Republican",1
231088,2,0,-2,-2,4,"Republican",1
231095,2,0,1,1,4,"Democrat",1
231149,2,0,-2,-2,4,"Democrat",1
231194,2,0,-2,-2,4,"Republican",1
231200,2,0,-2,-2,4,"Democrat",1
231224,2,0,-2,-2,4,"Democrat",1
231231,2,1,4,3,4,"Democrat",1
231262,2,0,-2,-2,4,"Republican",1
231293,2,0,-2,-2,4,"Republican",1
231309,2,1,1,1,4,"Republican",1
231323,2,0,-2,-2,4,"Republican",2
231347,2,0,-2,-2,4,"Republican",1
231354,2,1,1,1,4,"Democrat",3
231361,2,1,1,5,4,"Republican",1
231378,2,0,-2,-2,4,"Democrat",1
231385,2,0,-2,-2,4,"Democrat",1
231408,2,0,-2,-2,4,"Democrat",1
231415,2,0,-2,-2,4,"Democrat",1
231422,2,0,-2,-2,4,"Democrat",1
231446,2,0,-2,-2,4,"Democrat",1
231453,2,0,-2,-2,4,"Republican",1
231460,2,0,-2,-2,4,"Democrat",1
231507,2,0,-2,-2,4,"Republican",1
231514,2,0,-2,-2,4,"Republican",2
231552,2,0,-2,-2,4,"Democrat",1
231583,2,0,-2,-2,4,"Democrat",1
231590,2,0,-2,-2,-1,"Democrat",2
231613,2,0,-2,-2,4,"Democrat",1
231620,2,0,-2,-2,4,"Republican",1
231651,2,0,-2,-2,4,"Republican",1
231668,2,0,-2,-2,4,"Democrat",3
231675,2,0,-2,-2,4,"Democrat",1
231699,2,0,-2,-2,4,"Democrat",1
231705,2,0,-2,-2,4,"Republican",1
231729,2,1,1,1,4,"Democrat",1
231736,2,0,4,3,4,"Democrat",1
231743,2,0,-2,-2,4,"Republican",1
231774,2,0,-2,-2,4,"Democrat",1
231781,2,1,4,3,4,"Democrat",1
231798,2,0,-2,-2,4,"Democrat",1
231804,2,0,-2,-2,4,"Republican",1
231811,2,1,4,3,4,"Democrat",1
231835,2,0,-2,-2,4,"Democrat",1
231842,2,0,4,3,4,"Democrat",1
231866,2,0,-2,-2,4,"Republican",1
231880,2,0,-2,-2,4,"Republican",1
231903,2,0,-2,-2,4,"Republican",1
231927,2,0,-2,-2,4,"Democrat",1
231941,2,0,-2,-2,4,"Democrat",1
231958,2,1,1,1,4,"Democrat",1
231989,2,0,-2,-2,4,"Republican",1
232005,2,0,-2,-2,4,"Republican",1
232036,2,0,-2,-2,4,"Democrat",2
232043,2,1,4,3,-1,"Republican",2
232050,2,0,-2,-2,4,"Democrat",1
232074,2,0,-2,-2,4,"Republican",1
232098,2,0,-2,-2,4,"Republican",1
232111,2,0,-2,-2,4,"Democrat",2
232128,2,0,-2,-2,4,"Democrat",1
232142,2,0,-2,-2,4,"Republican",1
232159,2,0,-2,-2,4,"Republican",1
232180,2,0,-2,-2,4,"Democrat",1
232197,2,0,-2,-2,4,"Democrat",1
232210,2,0,-2,-2,4,"Republican",1
232227,2,1,4,3,4,"Democrat",1
232234,2,0,-2,-2,4,"Republican",1
232241,2,0,-2,-2,4,"Republican",1
232258,2,0,-2,-2,4,"Democrat",1
232289,2,0,-2,-2,4,"Democrat",1
232296,2,0,-2,-2,4,"Democrat",1
232326,2,0,-2,-2,4,"Republican",1
232333,2,0,1,1,-1,"Democrat",1
232340,2,0,-2,-2,4,"Republican",1
232364,2,0,-2,-2,4,"Republican",1
232371,2,0,-2,-2,4,"Republican",1
232418,2,0,-2,-2,4,"Republican",1
232432,2,0,-2,-2,4,"Democrat",1
232449,2,0,-2,-2,4,"Republican",1
232456,2,0,-2,-2,4,"Republican",1
232463,2,0,-2,-2,4,"Democrat",2
232487,2,0,-2,-2,4,"Democrat",1
232494,2,0,-2,-2,4,"Republican",1
232517,2,0,-2,-2,4,"Republican",1
232524,2,0,-2,-2,-1,"Democrat",1
232548,2,0,-2,-2,4,"Republican",1
232593,2,0,-2,-2,4,"Republican",1
232609,2,0,-2,-2,4,"Democrat",1
232616,2,0,-2,-2,4,"Republican",1
232630,2,0,-2,-2,4,"Democrat",1
232654,2,0,-2,-2,4,"Republican",3
232661,2,0,-2,-2,4,"Democrat",1
232685,2,0,-2,-2,4,"Republican",2
232692,2,0,-2,-2,4,"Democrat",1
232715,2,0,-2,-2,4,"Democrat",1
232746,2,0,-2,-2,-1,"Republican",1
232760,2,0,1,1,4,"Democrat",1
232784,2,0,-2,-2,4,"Republican",1
232791,2,1,1,1,4,"Republican",1
232814,2,0,-2,-2,4,"Republican",2
232821,2,0,-2,-2,4,"Republican",1
232852,2,0,-2,-2,4,"Republican",1
232869,2,0,4,3,4,"Republican",1
232906,2,0,-2,-2,4,"Democrat",1
232920,2,0,-2,-2,4,"Democrat",1
232937,2,0,-2,-2,4,"Democrat",2
232951,2,0,-2,-2,4,"Democrat",1
232968,2,0,-2,-2,4,"Democrat",1
232975,2,0,-2,-2,4,"Democrat",1
232982,2,0,-2,-2,4,"Democrat",1
233008,2,0,-2,-2,4,"Republican",1
233015,2,0,4,3,4,"Democrat",1
233022,2,0,-2,-2,4,"Republican",1
233053,2,0,-2,-2,4,"Democrat",1
233091,2,0,-2,-2,4,"Republican",1
233107,2,0,-2,-2,4,"Republican",1
233121,2,0,-2,-2,4,"Republican",1
233138,2,0,-2,-2,4,"Republican",1
233145,2,0,-2,-2,4,"Democrat",1
233152,2,0,-2,-2,4,"Democrat",1
233183,2,0,-2,-2,4,"Republican",1
233206,2,0,-2,-2,4,"Democrat",1
233213,2,0,1,1,4,"Democrat",1
233220,2,0,-2,-2,4,"Republican",1
233237,2,0,-2,-2,4,"Democrat",1
233244,2,0,-2,-2,4,"Republican",1
233268,2,0,-2,-2,4,"Republican",1
233275,2,0,-2,-2,4,"Democrat",1
233299,2,0,-2,-2,4,"Democrat",1
233312,2,0,1,1,4,"Republican",3
233329,2,0,-2,-2,4,"Democrat",1
233336,2,0,4,3,4,"Democrat",1
233374,2,0,1,1,4,"Republican",3
233381,2,0,-2,-2,4,"Republican",1
233398,2,0,-2,-2,4,"Democrat",1
233428,2,1,1,1,4,"Democrat",1
233442,2,0,-2,-2,4,"Democrat",1
233459,2,0,-2,-2,4,"Republican",2
233466,2,0,1,1,4,"Republican",1
233480,2,1,4,3,-1,"Republican",3
233497,2,0,-2,-2,4,"Republican",1
233503,2,0,-2,-2,4,"Democrat",1
233534,2,0,-2,-2,4,"Democrat",1
233565,2,0,-2,-2,4,"Democrat",1
233602,2,0,-2,-2,4,"Republican",1
233619,2,0,-2,-2,4,"Democrat",1
233626,2,0,-2,-2,4,"Republican",1
233633,2,0,1,1,4,"Democrat",1
233640,2,1,4,3,4,"Democrat",1
233657,2,0,-2,-2,4,"Republican",1
233664,2,0,4,3,4,"Republican",1
233671,2,0,-2,-2,4,"Republican",1
233688,2,0,-2,-2,4,"Republican",1
233695,2,0,-2,-2,4,"Republican",1
233725,2,0,-2,-2,4,"Democrat",1
233732,2,1,4,3,4,"Republican",3
233749,2,0,-2,-2,4,"Democrat",1
233756,2,0,-2,-2,4,"Democrat",2
233770,2,0,-2,-2,4,"Republican",3
233800,2,0,-2,-2,4,"Democrat",1
233831,2,0,-2,-2,4,"Democrat",3
233848,2,0,-2,-2,4,"Republican",1
233886,2,0,-2,-2,4,"Republican",5
233893,2,0,-2,-2,4,"Democrat",1
233947,2,0,-2,-2,4,"Republican",2
233985,2,0,-2,-2,4,"Democrat",1
233992,2,0,-2,-2,-1,"Republican",1
234001,2,0,-2,-2,4,"Democrat",1
234018,2,1,1,1,4,"Democrat",1
234032,2,0,-2,-2,-1,"Democrat",1
234056,2,0,-2,-2,-1,"Republican",1
234063,2,0,-2,-2,4,"Democrat",1
234070,2,0,-2,-2,4,"Republican",2
234087,2,1,4,3,4,"Republican",1
234094,2,0,-2,-2,4,"Democrat",4
234100,2,0,1,1,4,"Democrat",1
234117,2,0,-2,-2,4,"Democrat",1
234124,2,0,-2,-2,4,"Republican",1
234131,2,0,-2,-2,4,"Republican",1
234155,2,0,-2,-2,4,"Republican",1
234179,2,1,1,1,4,"Democrat",1
234186,2,0,-2,-2,4,"Democrat",3
234193,2,1,4,3,4,"Republican",1
234216,2,1,4,3,4,"Republican",1
234223,2,0,-2,-2,4,"Democrat",1
234247,2,0,-2,-2,4,"Democrat",1
234278,2,0,-2,-2,4,"Republican",1
234285,2,0,1,1,4,"Republican",1
234292,2,0,-2,-2,4,"Democrat",2
234308,2,0,-2,-2,4,"Republican",1
234339,2,0,-2,-2,4,"Republican",1
234360,2,0,1,1,4,"Democrat",1
234414,2,0,-2,-2,4,"Republican",1
234438,2,0,-2,-2,4,"Democrat",1
234469,2,0,-2,-2,4,"Republican",1
234476,2,0,-2,-2,4,"Democrat",1
234490,2,0,-2,-2,4,"Republican",1
234513,2,0,-2,-2,4,"Republican",1
234520,2,0,-2,-2,4,"Democrat",1
234544,2,0,-2,-2,4,"Democrat",2
234551,2,0,-2,-2,4,"Republican",1
234568,2,0,-2,-2,4,"Democrat",1
234599,2,0,-2,-2,4,"Democrat",1
234605,2,0,-2,-2,4,"Republican",1
234612,2,0,-2,-2,4,"Republican",2
234629,2,0,-2,-2,4,"Republican",1
234636,2,0,-2,-2,4,"Democrat",1
234643,2,0,-2,-2,4,"Democrat",1
234667,2,0,-2,-2,4,"Democrat",1
234681,2,0,-2,-2,4,"Republican",1
234698,2,0,-2,-2,4,"Democrat",1
234704,2,0,-2,-2,4,"Democrat",1
234728,2,0,-2,-2,4,"Republican",1
234742,2,0,-2,-2,-1,"Democrat",3
234759,2,0,-2,-2,4,"Democrat",1
234766,2,0,-2,-2,4,"Republican",1
234773,2,0,-2,-2,4,"Republican",1
234797,2,0,-2,-2,4,"Democrat",1
234803,2,0,-2,-2,4,"Democrat",1
234810,2,0,-2,-2,4,"Democrat",1
234841,2,0,1,1,4,"Republican",1
234858,2,0,1,1,4,"Republican",2
234896,2,0,-2,-2,4,"Democrat",1
234902,2,0,-2,-2,4,"Republican",1
234919,2,0,-2,-2,4,"Democrat",1
234926,2,0,-2,-2,4,"Democrat",1
234933,2,1,4,3,4,"Democrat",1
234957,2,0,-2,-2,4,"Republican",1
234971,2,0,-2,-2,4,"Democrat",1
234988,2,0,-2,-2,4,"Democrat",1
234995,2,0,-2,-2,4,"Democrat",1
235004,2,0,-2,-2,4,"Democrat",1
235011,2,0,-2,-2,4,"Democrat",1
235035,2,1,1,1,4,"Democrat",1
235042,2,0,1,5,-1,"Democrat",1
235059,2,0,-2,-2,4,"Republican",2
235080,2,0,-2,-2,4,"Republican",1
235097,2,0,-2,-2,4,"Democrat",1
235127,2,0,1,1,4,"Democrat",1
235134,2,0,-2,-2,4,"Republican",1
235158,2,0,-2,-2,4,"Democrat",1
